"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 26, 2021","6,290.4700000","6,277.9400000","6,317.3900000","6,255.3300000","63,606,731,550","0,0"
"Oct 25, 2021","6,268.3700000","6,224.4400000","6,268.3700000","6,170.0800000","65,048,294,830","0,0"
"Oct 22, 2021","6,189.7800000","6,222.4400000","6,271.7700000","6,189.7800000","47,187,530,718","0,0"
"Oct 21, 2021","6,222.6200000","6,266.6500000","6,305.5700000","6,216.4700000","54,169,602,600","0,0"
"Oct 20, 2021","6,284.6200000","6,312.2800000","6,314.7300000","6,231.7500000","51,293,766,184","0,0"
"Oct 19, 2021","6,289.8600000","6,249.6500000","6,309.1800000","6,232.5900000","67,471,610,320","0,0"
"Oct 18, 2021","6,228.7600000","6,201.6900000","6,229.5000000","6,167.3600000","58,764,575,198","0,0"
"Oct 15, 2021","6,223.4000000","6,270.0900000","6,272.4300000","6,183.0000000","56,248,891,150","0,0"
"Oct 14, 2021","6,225.5100000","6,272.9600000","6,283.3000000","6,225.5100000","64,611,901,160","0,0"
"Oct 13, 2021","6,215.7100000","6,296.7000000","6,296.7000000","6,152.7500000","87,438,565,352","0,0"
"Oct 12, 2021","6,298.6500000","6,313.3900000","6,323.9600000","6,283.3200000","66,085,173,730","0,0"
"Oct 11, 2021","6,333.6100000","6,281.3700000","6,356.5600000","6,281.3700000","92,249,732,450","0,0"
"Oct 08, 2021","6,236.3200000","6,190.1900000","6,266.7800000","6,182.7400000","71,109,263,372","0,0"
"Oct 07, 2021","6,203.7600000","6,158.5200000","6,206.1200000","6,110.9700000","99,916,195,434","0,0"
"Oct 06, 2021","6,095.7300000","6,176.8400000","6,204.0400000","6,080.8600000","99,993,852,508","0,0"
"Oct 05, 2021","6,097.2100000","6,012.4100000","6,101.7800000","5,992.9500000","99,772,918,266","0,0"
"Oct 04, 2021","5,976.2600000","6,016.5600000","6,021.7500000","5,953.1000000","99,556,324,563","0,0"
"Oct 01, 2021","5,977.0100000","5,959.7400000","6,009.3400000","5,924.7200000","49,847,607,246","0,0"
"Sep 30, 2021","5,995.7300000","6,021.4000000","6,037.4600000","5,953.2900000","84,248,965,164","0,0"
"Sep 29, 2021","5,991.9800000","6,006.8200000","6,029.8700000","5,971.8100000","58,099,383,769","0,0"
"Sep 28, 2021","6,024.7200000","6,125.9500000","6,141.1700000","6,013.2300000","85,678,886,651","0,0"
"Sep 27, 2021","6,093.2700000","6,082.7500000","6,103.7200000","6,065.9200000","65,236,582,302","0,0"
"Sep 24, 2021","6,026.0800000","6,040.0900000","6,043.5200000","5,989.3200000","50,398,517,778","0,0"
"Sep 23, 2021","6,060.2100000","6,074.1400000","6,088.9400000","5,995.7700000","66,226,928,198","0,0"
"Sep 22, 2021","6,022.2800000","5,940.4200000","6,024.7100000","5,933.9700000","57,817,913,271","0,0"
"Sep 21, 2021","5,877.2000000","5,886.0800000","5,920.7800000","5,873.7900000","67,311,680,057","0,0"
"Sep 20, 2021","5,864.4500000","5,931.1000000","5,940.2500000","5,845.0600000","59,136,254,641","0,0"
"Sep 17, 2021","6,011.2500000","6,083.3000000","6,085.9100000","5,989.4400000","78,251,601,040","0,0"
"Sep 16, 2021","6,074.7900000","6,118.9300000","6,130.9600000","6,052.0200000","91,756,912,866","0,0"
"Sep 15, 2021","6,104.7400000","6,081.7300000","6,143.4300000","6,071.5100000","93,381,703,709","0,0"
"Sep 14, 2021","6,076.9300000","6,084.0400000","6,120.2000000","6,062.5900000","77,276,008,962","0,0"
"Sep 13, 2021","6,065.5200000","6,036.9600000","6,065.5200000","6,012.6200000","45,668,116,905","0,0"
"Sep 10, 2021","6,018.4100000","5,999.7300000","6,030.0200000","5,983.0200000","35,918,292,605","0,0"
"Sep 09, 2021","6,002.5800000","6,037.1900000","6,037.1900000","5,983.3700000","42,389,990,668","0,0"
"Sep 08, 2021","6,062.4700000","6,054.1100000","6,086.4400000","6,011.7500000","58,917,428,999","0,0"
"Sep 07, 2021","6,047.3000000","6,119.9400000","6,124.7300000","6,046.7000000","50,957,751,505","0,0"
"Sep 06, 2021","6,107.4800000","6,043.0900000","6,108.2100000","6,041.8900000","46,780,325,973","0,0"
"Sep 03, 2021","6,034.1100000","5,994.1600000","6,034.1100000","5,975.0600000","52,188,689,250","0,0"
"Sep 02, 2021","6,014.4700000","6,019.6600000","6,023.4800000","5,980.8300000","55,928,358,636","0,0"
"Sep 01, 2021","5,992.3500000","5,944.3500000","5,994.0600000","5,922.3000000","60,441,985,819","0,0"
"Aug 31, 2021","5,925.6100000","5,923.8800000","5,946.1400000","5,901.1100000","70,243,719,137","0,0"
"Aug 30, 2021","5,910.9100000","5,873.7100000","5,910.9100000","5,873.3900000","41,235,969,307","0,0"
"Aug 27, 2021","5,852.9100000","5,832.1400000","5,852.9100000","5,791.7300000","35,833,070,208","0,0"
"Aug 26, 2021","5,818.6500000","5,859.8400000","5,859.8400000","5,795.3200000","35,426,828,033","0,0"
"Aug 25, 2021","5,888.3200000","5,880.1500000","5,888.3200000","5,839.1300000","31,628,457,789","0,0"
"Aug 24, 2021","5,878.0700000","5,872.6700000","5,889.9400000","5,832.9800000","44,696,776,576","0,0"
"Aug 23, 2021","5,852.4700000","5,820.6400000","5,858.6600000","5,804.6500000","34,661,557,604","0,0"
"Aug 20, 2021","5,766.5900000","5,786.9100000","5,796.3300000","5,741.2200000","39,556,625,055","0,0"
"Aug 19, 2021","5,764.1900000","5,808.6300000","5,813.5000000","5,740.9500000","58,789,625,788","0,0"
"Aug 18, 2021","5,879.8600000","5,919.1400000","5,921.3000000","5,867.4700000","38,786,836,924","0,0"
"Aug 17, 2021","5,917.5800000","5,870.8500000","5,918.3300000","5,868.1000000","50,697,376,563","0,0"
"Aug 16, 2021","5,877.4900000","5,825.6400000","5,878.1100000","5,811.2200000","40,087,504,530","0,0"
"Aug 13, 2021","5,849.0000000","5,865.3800000","5,881.7700000","5,835.9000000","25,261,708,073","0,0"
"Aug 12, 2021","5,873.7500000","5,875.0300000","5,897.3200000","5,856.9400000","36,069,800,830","0,0"
"Aug 11, 2021","5,869.8900000","5,859.5000000","5,881.7300000","5,831.0800000","42,352,810,126","0,0"
"Aug 10, 2021","5,838.2200000","5,814.0200000","5,845.0400000","5,801.4300000","46,045,928,324","0,0"
"Aug 09, 2021","5,787.2500000","5,751.5700000","5,792.6600000","5,741.3700000","64,780,612,800","0,0"
"Aug 06, 2021","5,778.0800000","5,841.9700000","5,844.1800000","5,770.4400000","59,271,408,749","0,0"
"Aug 05, 2021","5,836.1100000","5,792.1400000","5,836.2600000","5,785.9100000","39,338,488,029","0,0"
"Aug 04, 2021","5,803.1900000","5,803.8900000","5,813.3600000","5,782.1100000","32,652,148,149","0,0"
"Aug 03, 2021","5,777.5800000","5,780.1800000","5,792.6400000","5,741.4500000","35,539,940,793","0,0"
"Aug 02, 2021","5,792.7700000","5,784.9200000","5,810.0600000","5,775.1700000","39,029,946,154","0,0"
"Jul 30, 2021","5,759.5500000","5,779.5300000","5,787.0300000","5,734.7400000","55,135,109,989","0,0"
"Jul 29, 2021","5,801.0000000","5,805.9500000","5,829.9100000","5,785.3800000","48,403,105,562","0,0"
"Jul 28, 2021","5,785.2400000","5,719.9500000","5,785.2400000","5,717.6800000","37,228,835,248","0,0"
"Jul 27, 2021","5,700.3400000","5,718.9100000","5,729.7800000","5,694.5600000","41,926,506,017","0,0"
"Jul 26, 2021","5,707.1100000","5,676.6900000","5,728.5600000","5,654.9000000","33,789,678,396","0,0"
"Jul 23, 2021","5,689.9100000","5,729.9000000","5,740.1700000","5,681.1300000","30,462,517,537","0,0"
"Jul 22, 2021","5,717.1000000","5,710.8900000","5,735.5100000","5,684.8300000","35,788,431,576","0,0"
"Jul 21, 2021","5,671.2300000","5,657.3200000","5,693.4700000","5,628.0100000","31,385,149,214","0,0"
"Jul 20, 2021","5,634.0300000","5,659.0400000","5,673.8300000","5,594.4500000","39,674,320,560","0,0"
"Jul 19, 2021","5,634.3900000","5,696.0000000","5,698.6100000","5,600.6300000","50,332,342,285","0,0"
"Jul 16, 2021","5,732.4700000","5,773.4100000","5,803.1600000","5,709.3800000","37,667,536,250","0,0"
"Jul 15, 2021","5,784.1400000","5,807.8600000","5,826.1000000","5,765.9100000","40,166,848,462","0,0"
"Jul 14, 2021","5,820.8500000","5,834.2300000","5,862.7000000","5,814.6100000","51,696,772,213","0,0"
"Jul 13, 2021","5,876.4100000","5,871.4800000","5,882.4200000","5,833.7600000","42,776,446,923","0,0"
"Jul 12, 2021","5,850.6200000","5,842.0800000","5,858.8300000","5,808.7500000","35,896,745,663","0,0"
"Jul 09, 2021","5,822.8700000","5,830.8200000","5,861.5700000","5,816.3400000","46,775,163,255","0,0"
"Jul 08, 2021","5,820.2200000","5,854.2500000","5,858.0900000","5,792.4600000","53,848,740,634","0,0"
"Jul 07, 2021","5,885.5400000","5,851.9500000","5,906.9500000","5,845.7700000","56,410,770,288","0,0"
"Jul 06, 2021","5,848.3700000","5,877.3000000","5,898.2600000","5,835.6600000","70,521,624,473","0,0"
"Jul 05, 2021","5,851.9100000","5,850.4300000","5,855.9400000","5,821.5000000","27,715,524,460","0,0"
"Jul 02, 2021","5,828.3700000","5,824.9100000","5,854.1700000","5,805.8700000","40,986,566,156","0,0"
"Jul 01, 2021","5,826.6000000","5,814.4200000","5,860.9100000","5,810.0100000","62,724,344,092","0,0"
"Jun 30, 2021","5,799.9600000","5,739.1500000","5,811.3300000","5,699.1200000","60,885,688,723","0,0"
"Jun 29, 2021","5,730.9900000","5,783.9900000","5,787.3300000","5,686.0300000","47,238,337,797","0,0"
"Jun 28, 2021","5,797.9300000","5,809.2500000","5,842.9400000","5,791.0200000","33,357,103,440","0,0"
"Jun 25, 2021","5,800.7100000","5,797.8900000","5,804.9900000","5,771.5700000","35,304,153,842","0,0"
"Jun 24, 2021","5,804.7300000","5,842.3100000","5,853.5000000","5,763.8400000","62,216,643,185","0,0"
"Jun 23, 2021","5,839.1300000","5,815.2500000","5,847.1300000","5,812.0600000","46,250,390,688","0,0"
"Jun 22, 2021","5,794.1100000","5,809.9800000","5,814.0000000","5,771.0100000","38,340,217,013","0,0"
"Jun 21, 2021","5,777.0100000","5,736.0600000","5,788.1500000","5,713.2300000","36,931,848,809","0,0"
"Jun 18, 2021","5,752.0600000","5,772.7500000","5,781.4200000","5,709.3200000","52,527,712,403","0,0"
"Jun 17, 2021","5,783.7000000","5,801.4800000","5,815.1300000","5,768.7400000","64,833,519,698","0,0"
"Jun 16, 2021","5,845.2200000","5,832.1300000","5,858.5400000","5,805.9100000","51,703,628,728","0,0"
"Jun 15, 2021","5,853.6400000","5,914.9300000","5,923.3700000","5,851.2600000","41,093,823,980","0,0"
"Jun 14, 2021","5,905.2600000","5,890.9600000","5,912.1900000","5,876.7100000","29,123,286,900","0,0"
"Jun 11, 2021","5,884.9600000","5,892.7600000","5,905.2200000","5,870.0800000","35,339,938,273","0,0"
"Jun 10, 2021","5,874.3100000","5,878.9100000","5,905.0700000","5,858.7700000","43,445,771,422","0,0"
"Jun 09, 2021","5,889.1900000","5,851.5900000","5,891.5000000","5,815.4100000","41,433,223,140","0,0"
"Jun 08, 2021","5,835.5900000","5,866.2800000","5,890.4000000","5,826.5900000","48,707,142,762","0,0"
"Jun 07, 2021","5,865.9700000","5,843.2300000","5,870.9300000","5,819.4300000","40,474,814,932","0,0"
"Jun 04, 2021","5,848.9000000","5,868.6300000","5,872.7900000","5,799.9700000","52,095,385,251","0,0"
"Jun 03, 2021","5,856.8400000","5,912.6800000","5,922.4200000","5,819.0100000","60,178,506,062","0,0"
"Jun 02, 2021","5,871.6000000","5,803.7000000","5,878.4300000","5,799.9200000","52,828,586,323","0,0"
"Jun 01, 2021","5,797.5500000","5,743.0400000","5,825.4500000","5,743.0400000","53,672,202,388","0,0"
"May 31, 2021","5,702.5700000","5,708.1700000","5,727.6600000","5,697.7800000","28,031,305,227","0,0"
"May 28, 2021","5,731.7200000","5,750.9800000","5,753.4400000","5,718.9400000","39,741,757,382","0,0"
"May 27, 2021","5,729.8700000","5,733.1500000","5,741.6500000","5,704.5000000","46,941,365,165","0,0"
"May 26, 2021","5,738.8000000","5,738.2600000","5,768.4600000","5,717.0100000","43,560,210,188","0,0"
"May 25, 2021","5,717.8400000","5,747.8300000","5,749.2400000","5,697.7200000","42,036,878,045","0,0"
"May 24, 2021","5,714.9500000","5,723.8800000","5,738.3300000","5,684.0400000","31,278,906,327","0,0"
"May 21, 2021","5,712.3700000","5,676.6600000","5,730.9800000","5,656.5900000","45,770,213,071","0,0"
"May 20, 2021","5,676.6300000","5,683.1200000","5,688.4800000","5,607.8000000","54,661,915,248","0,0"
"May 19, 2021","5,664.3200000","5,758.6000000","5,758.6000000","5,627.8000000","74,679,128,617","0,0"
"May 18, 2021","5,745.1300000","5,719.0800000","5,768.5500000","5,716.7800000","54,168,195,543","0,0"
"May 17, 2021","5,682.5200000","5,691.9500000","5,706.1300000","5,633.5300000","41,082,889,989","0,0"
"May 14, 2021","5,669.2800000","5,693.6200000","5,704.3700000","5,645.2400000","34,536,472,629","0,0"
"May 13, 2021","5,671.2300000","5,670.7400000","5,677.4300000","5,608.2000000","59,337,454,054","0,0"s
"May 12, 2021","3,650.65","3,659.63","3,674.19","3,648.60","-","-0.04%"
"May 11, 2021","3,652.05","3,644.29","3,658.81","3,625.97","-","-1.16%"
"May 10, 2021","3,694.78","3,684.18","3,713.49","3,675.13","-","0.33%"
"May 07, 2021","3,682.69","3,678.19","3,688.81","3,667.77","-","0.67%"
"May 06, 2021","3,658.27","3,636.71","3,661.28","3,634.45","-","0.40%"
"May 05, 2021","3,643.56","3,602.17","3,644.15","3,600.88","-","1.85%"
"May 04, 2021","3,577.21","3,557.62","3,594.69","3,556.08","-","0.94%"
"Apr 30, 2021","3,544.00","3,574.03","3,584.64","3,536.53","-","-0.76%"
"Apr 29, 2021","3,571.05","3,609.38","3,616.95","3,565.58","-","-0.20%"
"Apr 28, 2021","3,578.12","3,608.89","3,613.11","3,558.24","-","-0.62%"
"Apr 27, 2021","3,600.60","3,615.57","3,627.91","3,586.39","-","-0.29%"
"Apr 26, 2021","3,610.98","3,603.13","3,613.37","3,589.27","-","0.38%"
"Apr 23, 2021","3,597.17","3,598.76","3,600.18","3,579.25","-","-0.09%"
"Apr 22, 2021","3,600.35","3,576.69","3,607.75","3,557.88","-","1.08%"
"Apr 21, 2021","3,561.72","3,554.83","3,572.63","3,545.15","-","0.26%"
"Apr 20, 2021","3,552.41","3,581.37","3,596.19","3,536.41","-","-0.61%"
"Apr 19, 2021","3,574.08","3,598.47","3,605.49","3,565.39","-","-0.68%"
"Apr 16, 2021","3,598.44","3,578.01","3,598.44","3,564.97","-","0.84%"
"Apr 15, 2021","3,568.51","3,532.13","3,578.77","3,527.50","-","-0.23%"
"Apr 14, 2021","3,576.89","3,567.53","3,576.89","3,546.86","-","1.43%"
"Apr 13, 2021","3,526.30","3,533.30","3,542.63","3,511.23","-","0.10%"
"Apr 12, 2021","3,522.65","3,476.51","3,541.70","3,472.37","-","1.05%"
"Apr 09, 2021","3,486.03","3,510.20","3,511.27","3,480.85","-","-0.62%"
"Apr 08, 2021","3,507.83","3,513.21","3,528.39","3,495.34","-","0.21%"
"Apr 07, 2021","3,500.34","3,484.22","3,518.13","3,460.39","-","0.18%"
"Apr 06, 2021","3,493.89","3,536.26","3,541.04","3,484.84","-","-0.88%"
"Apr 05, 2021","3,524.93","3,555.24","3,555.83","3,516.22","-","-0.94%"
"Apr 02, 2021","3,558.22","3,553.89","3,564.31","3,538.01","-","0.87%"
"Apr 01, 2021","3,527.54","3,556.28","3,576.79","3,526.22","-","-0.40%"
"Mar 31, 2021","3,541.72","3,525.56","3,542.00","3,510.40","-","0.47%"
"Mar 30, 2021","3,525.23","3,535.72","3,549.09","3,504.06","-","-0.12%"
"Mar 29, 2021","3,529.33","3,500.41","3,535.21","3,498.62","-","1.13%"
"Mar 26, 2021","3,489.83","3,476.01","3,500.74","3,476.01","-","1.47%"
"Mar 25, 2021","3,439.30","3,477.87","3,479.83","3,434.84","-","-1.32%"
"Mar 24, 2021","3,485.33","3,459.99","3,489.96","3,445.92","-","0.52%"
"Mar 23, 2021","3,467.21","3,481.11","3,483.34","3,450.98","-","-0.63%"
"Mar 22, 2021","3,489.07","3,479.06","3,498.17","3,469.09","-","0.40%"
"Mar 19, 2021","3,475.26","3,473.84","3,495.98","3,448.99","-","-0.84%"
"Mar 18, 2021","3,504.85","3,533.69","3,551.30","3,494.99","-","-0.09%"
"Mar 17, 2021","3,507.91","3,579.06","3,587.24","3,498.17","-","-2.28%"
"Mar 16, 2021","3,589.83","3,600.68","3,602.18","3,544.29","-","0.15%"
"Mar 15, 2021","3,584.49","3,562.69","3,596.31","3,558.62","-","1.27%"
"Mar 12, 2021","3,539.50","3,515.44","3,539.50","3,502.37","-","0.88%"
"Mar 11, 2021","3,508.51","3,481.26","3,508.51","3,472.40","-","1.31%"
"Mar 10, 2021","3,463.06","3,476.91","3,514.35","3,455.42","-","-0.45%"
"Mar 09, 2021","3,478.72","3,426.48","3,491.12","3,426.33","-","1.89%"
"Mar 05, 2021","3,414.13","3,378.68","3,432.98","3,367.33","-","0.49%"
"Mar 04, 2021","3,397.56","3,403.01","3,416.04","3,366.76","-","-0.54%"
"Mar 03, 2021","3,416.04","3,432.88","3,450.76","3,408.47","-","0.17%"
"Mar 02, 2021","3,410.10","3,380.35","3,418.11","3,375.48","-","0.71%"
"Mar 01, 2021","3,386.16","3,369.68","3,393.93","3,354.09","-","1.18%"
"Feb 26, 2021","3,346.64","3,354.45","3,385.74","3,332.32","-","-1.85%"
"Feb 25, 2021","3,409.76","3,412.16","3,429.20","3,391.77","-","0.72%"
"Feb 24, 2021","3,385.48","3,426.07","3,433.09","3,385.01","-","-1.41%"
"Feb 22, 2021","3,433.93","3,447.57","3,456.26","3,415.37","-","-0.36%"
"Feb 20, 2021","3,446.32","3,454.43","3,454.89","3,435.44","-","-0.33%"
"Feb 19, 2021","3,457.68","3,398.40","3,460.85","3,380.89","-","1.69%"
"Feb 18, 2021","3,400.17","3,451.69","3,461.15","3,395.98","-","-1.07%"
"Feb 17, 2021","3,436.80","3,491.81","3,505.19","3,431.83","-","-1.67%"
"Feb 16, 2021","3,495.26","3,502.04","3,510.77","3,475.58","-","0.38%"
"Feb 15, 2021","3,481.90","3,461.94","3,483.34","3,455.95","-","1.60%"
"Feb 12, 2021","3,427.08","3,403.07","3,427.08","3,343.82","-","0.37%"
"Feb 11, 2021","3,414.32","3,405.33","3,416.40","3,390.22","-","0.43%"
"Feb 10, 2021","3,399.66","3,437.76","3,447.05","3,393.98","-","-0.79%"
"Feb 09, 2021","3,426.86","3,461.15","3,466.51","3,424.39","-","-0.55%"
"Feb 08, 2021","3,445.90","3,412.97","3,448.79","3,412.97","-","1.57%"
"Feb 05, 2021","3,392.73","3,396.97","3,406.22","3,368.58","-","0.61%"
"Feb 04, 2021","3,372.00","3,356.23","3,384.48","3,351.94","-","0.85%"
"Feb 03, 2021","3,343.46","3,351.99","3,376.83","3,332.50","-","-0.50%"
"Feb 02, 2021","3,360.25","3,324.24","3,366.13","3,321.70","-","2.10%"
"Feb 01, 2021","3,291.14","3,287.96","3,305.91","3,268.52","-","0.43%"
"Jan 29, 2021","3,277.08","3,335.13","3,337.01","3,272.53","-","-1.94%"
"Jan 28, 2021","3,342.01","3,319.16","3,359.10","3,307.42","-","-0.05%"
"Jan 27, 2021","3,343.62","3,398.38","3,408.64","3,333.04","-","-1.39%"
"Jan 26, 2021","3,390.76","3,384.99","3,408.13","3,374.10","-","-0.20%"
"Jan 25, 2021","3,397.48","3,399.28","3,425.78","3,385.74","-","0.43%"
"Jan 22, 2021","3,382.92","3,404.36","3,404.36","3,362.01","-","-1.16%"
"Jan 21, 2021","3,422.67","3,481.74","3,489.07","3,407.22","-","-1.27%"
"Jan 20, 2021","3,466.80","3,453.54","3,482.03","3,447.81","-","0.68%"
"Jan 19, 2021","3,443.23","3,479.53","3,491.93","3,439.64","-","-0.83%"
"Jan 18, 2021","3,471.92","3,440.56","3,475.18","3,426.11","-","0.61%"
"Jan 15, 2021","3,450.95","3,486.02","3,509.24","3,448.54","-","-1.14%"
"Jan 14, 2021","3,490.85","3,461.83","3,507.71","3,439.01","-","0.59%"
"Jan 13, 2021","3,470.26","3,487.92","3,504.56","3,448.94","-","-0.04%"
"Jan 12, 2021","3,471.65","3,494.60","3,520.66","3,451.87","-","-0.31%"
"Jan 11, 2021","3,482.48","3,455.67","3,516.90","3,436.66","-","0.80%"
"Jan 08, 2021","3,454.82","3,390.23","3,474.66","3,390.23","-","2.49%"
"Jan 06, 2021","3,371.03","3,373.37","3,380.63","3,344.43","-","0.35%"
"Jan 05, 2021","3,359.15","3,327.94","3,365.32","3,301.88","-","0.26%"
"Jan 04, 2021","3,350.51","3,306.12","3,350.81","3,304.17","-","1.87%"
"Dec 30, 2020","3,289.02","3,276.04","3,294.62","3,267.39","-","0.44%"
"Dec 29, 2020","3,274.67","3,269.71","3,282.23","3,264.33","-","0.48%"
"Dec 28, 2020","3,258.95","3,249.41","3,267.61","3,249.41","-","0.39%"
"Dec 25, 2020","3,246.35","3,236.38","3,248.63","3,228.74","-","0.29%"
"Dec 24, 2020","3,236.88","3,253.73","3,264.60","3,230.62","-","-0.47%"
"Dec 23, 2020","3,252.10","3,224.02","3,255.40","3,218.19","-","0.48%"
"Dec 22, 2020","3,236.46","3,179.69","3,249.19","3,175.51","-","1.57%"
"Dec 21, 2020","3,186.38","3,246.90","3,246.90","3,170.03","-","-2.67%"
"Dec 18, 2020","3,273.75","3,281.59","3,283.32","3,245.25","-","-0.27%"
"Dec 17, 2020","3,282.67","3,277.67","3,318.39","3,274.45","-","0.39%"
"Dec 16, 2020","3,269.95","3,259.89","3,275.68","3,242.70","-","0.67%"
"Dec 15, 2020","3,248.11","3,252.68","3,284.84","3,237.87","-","-0.21%"
"Dec 14, 2020","3,254.83","3,293.00","3,314.20","3,249.36","-","-0.66%"
"Dec 11, 2020","3,276.58","3,257.47","3,278.24","3,248.11","-","0.56%"
"Dec 10, 2020","3,258.31","3,194.03","3,258.31","3,189.04","-","1.45%"
"Dec 09, 2020","3,211.66","3,184.24","3,226.48","3,182.54","-","1.01%"
"Dec 08, 2020","3,179.61","3,184.93","3,198.10","3,150.84","-","-0.48%"
"Dec 07, 2020","3,195.08","3,179.14","3,208.53","3,172.29","-","0.33%"
"Dec 04, 2020","3,184.72","3,171.44","3,200.23","3,171.44","-","0.70%"
"Dec 03, 2020","3,162.67","3,185.78","3,192.98","3,141.40","-","-0.84%"
"Dec 02, 2020","3,189.61","3,150.66","3,189.61","3,139.92","-","1.33%"
"Dec 01, 2020","3,147.79","3,113.06","3,159.03","3,113.06","-","1.29%"
"Nov 30, 2020","3,107.58","3,130.88","3,134.79","3,093.77","-","-1.12%"
"Nov 27, 2020","3,142.68","3,132.55","3,150.78","3,112.44","-","0.13%"
"Nov 26, 2020","3,138.62","3,141.43","3,149.90","3,119.46","-","0.13%"
"Nov 25, 2020","3,134.52","3,111.75","3,134.71","3,089.16","-","1.25%"
"Nov 24, 2020","3,095.84","3,071.80","3,098.83","3,053.16","-","1.60%"
"Nov 23, 2020","3,047.06","3,066.64","3,094.06","3,042.61","-","-0.13%"
"Nov 20, 2020","3,051.04","3,050.81","3,060.91","3,035.56","-","0.15%"
"Nov 19, 2020","3,046.49","3,067.06","3,071.25","3,040.66","-","-1.11%"
"Nov 18, 2020","3,080.68","3,046.02","3,086.77","3,035.57","-","0.93%"
"Nov 17, 2020","3,052.22","3,081.05","3,087.19","3,027.76","-","-0.89%"
"Nov 16, 2020","3,079.74","3,054.35","3,081.28","3,046.77","-","1.80%"
"Nov 13, 2020","3,025.22","3,007.16","3,027.45","2,995.17","-","-0.02%"
"Nov 12, 2020","3,025.83","2,997.79","3,028.52","2,988.03","-","0.36%"
"Nov 11, 2020","3,015.03","3,004.63","3,031.69","3,004.20","-","0.55%"
"Nov 10, 2020","2,998.61","2,965.92","3,013.57","2,943.43","-","0.36%"
"Nov 09, 2020","2,987.75","2,919.08","2,988.88","2,910.42","-","3.18%"
"Nov 06, 2020","2,895.62","2,845.74","2,896.07","2,832.98","-","1.20%"
"Nov 05, 2020","2,861.39","2,824.45","2,869.91","2,812.67","-","2.69%"
"Nov 03, 2020","2,786.42","2,753.97","2,791.77","2,750.26","-","1.79%"
"Nov 02, 2020","2,737.54","2,681.19","2,743.98","2,658.49","-","1.74%"
"Oct 30, 2020","2,690.59","2,698.94","2,706.34","2,664.44","-","-0.68%"
"Oct 29, 2020","2,709.04","2,704.50","2,728.97","2,682.68","-","0.58%"
"Oct 28, 2020","2,693.46","2,758.84","2,758.84","2,680.83","-","-2.52%"
"Oct 27, 2020","2,763.03","2,784.13","2,790.19","2,758.00","-","-0.81%"
"Oct 26, 2020","2,785.59","2,812.48","2,819.05","2,785.59","-","-1.10%"
"Oct 23, 2020","2,816.70","2,807.30","2,826.53","2,799.63","-","0.48%"
"Oct 22, 2020","2,803.17","2,784.18","2,814.12","2,783.37","-","0.61%"
"Oct 21, 2020","2,786.23","2,811.87","2,816.90","2,782.36","-","-0.60%"
"Oct 20, 2020","2,803.06","2,785.99","2,817.73","2,774.16","-","0.31%"
"Oct 19, 2020","2,794.27","2,797.65","2,809.42","2,787.50","-","-0.19%"
"Oct 16, 2020","2,799.54","2,819.04","2,819.04","2,785.85","-","-0.63%"
"Oct 15, 2020","2,817.29","2,849.24","2,850.11","2,803.90","-","-1.36%"
"Oct 14, 2020","2,856.08","2,829.88","2,857.47","2,824.12","-","0.95%"
"Oct 13, 2020","2,829.23","2,846.04","2,859.52","2,822.97","-","-0.59%"
"Oct 12, 2020","2,846.14","2,834.33","2,862.36","2,827.52","-","0.43%"
"Oct 09, 2020","2,834.09","2,842.59","2,842.59","2,811.05","-","-0.43%"
"Oct 08, 2020","2,846.39","2,850.65","2,859.87","2,837.05","-","0.13%"
"Oct 07, 2020","2,842.58","2,883.58","2,888.20","2,838.45","-","-1.74%"
"Oct 06, 2020","2,892.99","2,885.38","2,906.65","2,883.69","-","0.38%"
"Oct 05, 2020","2,881.98","2,860.53","2,882.94","2,845.63","-","1.04%"
"Oct 02, 2020","2,852.42","2,840.72","2,859.01","2,824.69","-","-1.29%"
"Oct 01, 2020","2,889.80","2,911.08","2,919.25","2,882.81","-","-0.55%"
"Sep 30, 2020","2,905.81","2,908.55","2,920.03","2,893.80","-","-0.15%"
"Sep 29, 2020","2,910.12","2,935.77","2,947.75","2,889.22","-","-0.58%"
"Sep 28, 2020","2,927.17","2,909.62","2,938.94","2,909.62","-","1.05%"
"Sep 25, 2020","2,896.83","2,912.83","2,912.83","2,870.16","-","-0.55%"
"Sep 24, 2020","2,912.76","2,905.55","2,920.46","2,880.39","-","-0.12%"
"Sep 23, 2020","2,916.39","2,933.33","2,968.55","2,916.27","-","1.10%"
"Sep 22, 2020","2,884.66","2,874.00","2,907.98","2,868.38","-","0.73%"
"Sep 21, 2020","2,863.67","2,946.18","2,946.18","2,857.78","-","-2.99%"
"Sep 18, 2020","2,951.79","2,976.10","2,977.13","2,944.22","-","-0.67%"
"Sep 17, 2020","2,971.74","2,947.54","2,974.54","2,945.78","-","-0.11%"
"Sep 16, 2020","2,975.01","2,982.49","2,990.74","2,960.68","-","-0.19%"
"Sep 15, 2020","2,980.58","2,936.42","2,982.20","2,932.36","-","1.78%"
"Sep 14, 2020","2,928.38","2,918.29","2,938.24","2,918.29","-","0.61%"
"Sep 11, 2020","2,910.51","2,888.92","2,911.71","2,874.47","-","0.45%"
"Sep 10, 2020","2,897.55","2,888.09","2,897.55","2,858.65","-","0.75%"
